cve_ent,cve_mun,cve_loc,nom_loc
7,73,0,Rayón
7,73,1,Rayón
7,73,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,74,0,Reforma
7,74,1,Reforma
7,74,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,74,9999,Localidad no especificada
7,75,0,Las Rosas
7,75,1,Las Rosas
7,75,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,76,0,Sabanilla
7,76,1,Sabanilla
7,76,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,77,0,Salto de Agua
7,77,1,Salto de Agua
7,77,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,77,9999,Localidad no especificada
7,78,0,San Cristóbal de las Casas
7,78,1,San Cristóbal de las Casas
7,78,9999,Localidad no especificada
7,79,0,San Fernando
7,79,1,San Fernando
7,79,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,79,9999,Localidad no especificada
7,80,0,Siltepec
7,80,1,Siltepec
7,80,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,81,0,Simojovel
7,81,1,Simojovel de Allende
7,81,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,81,9999,Localidad no especificada
7,82,0,Sitalá
7,82,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,83,0,Socoltenango
7,83,1,Socoltenango
7,83,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,84,0,Solosuchiapa
7,84,1,Solosuchiapa
7,84,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,85,0,Soyaló
7,85,1,Soyaló
7,85,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,86,0,Suchiapa
7,86,1,Suchiapa
7,86,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,87,0,Suchiate
7,87,1,Ciudad Hidalgo
7,87,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,88,0,Sunuapa
7,88,1,Sunuapa
7,88,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,89,0,Tapachula
7,89,1,Tapachula de Córdova y Ordóñez
7,89,148,Puerto Madero (San Benito)
7,89,806,Tapachula [Algodonera]
7,89,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,89,9999,Localidad no especificada
7,90,0,Tapalapa
7,90,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,91,0,Tapilula
7,91,1,Tapilula
7,92,0,Tecpatán
7,92,1,Tecpatán
7,92,11,Emiliano Zapata
7,92,20,Luis Espinosa
7,92,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,93,0,Tenejapa
7,93,1,Tenejapa
7,93,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,94,0,Teopisca
7,94,1,Teopisca
7,94,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,96,0,Tila
7,96,1,Tila
7,96,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,97,0,Tonalá
7,97,1,Tonalá
7,97,6,Cabeza de Toro
7,97,9,Huanacastal
7,97,17,Tres Picos
7,97,40,Paredón
7,97,46,La Polka
7,97,59,San Francisco el Ocotal
7,97,165,El Congreso
7,97,1228,Los Cocos
7,97,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,97,9999,Localidad no especificada
7,98,0,Totolapa
7,98,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,99,0,La Trinitaria
7,99,1,La Trinitaria
7,99,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,99,9999,Localidad no especificada
7,100,0,Tumbalá
7,100,1,Tumbalá
7,100,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,101,0,Tuxtla Gutiérrez
7,101,1,Tuxtla Gutiérrez
7,101,37,Copoya
7,101,45,El Jobo
7,101,330,Las Granjas
7,101,337,La Pimienta
7,101,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,101,9999,Localidad no especificada
7,102,0,Tuxtla Chico
7,102,1,Tuxtla Chico
7,102,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,103,0,Tuzantán
7,103,1,Tuzantán
7,103,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,104,0,Tzimol
7,104,1,Tzimol
7,104,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,105,0,Unión Juárez
7,105,1,Unión Juárez
7,105,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,105,9999,Localidad no especificada
7,106,0,Venustiano Carranza
7,106,1,Venustiano Carranza
7,106,40,Ricardo Flores Magón
7,106,109,San Francisco Pujiltic
7,106,151,Soyatitán
7,106,165,Vicente Guerrero
7,106,170,Presidente Echeverría (Laja Tendida)
7,106,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,106,9999,Localidad no especificada
7,107,0,Villa Corzo
7,107,1,Villa Corzo
7,107,34,San Pedro Buenavista
7,107,183,1ro. de Mayo
7,107,200,Revolución Mexicana
7,107,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,108,0,Villaflores
7,108,1,Villaflores
7,108,3,Agrónomos Mexicanos
7,108,13,Los Ángeles
7,108,24,Benito Juárez
7,108,44,Calzada Larga
7,108,68,Cristóbal Obregón
7,108,70,Cuauhtémoc
7,108,81,Doctor Domingo Chanona
7,108,105,Guadalupe Victoria (Lázaro Cárdenas)
7,108,120,Jesús María Garza
7,108,121,Joaquín Miguel Gutiérrez
7,108,145,Libertad Melchor Ocampo
7,108,176,Nuevo México
7,108,328,érsulo Galván
7,108,334,Villa Hidalgo
7,108,2012,Guadalupe Victoria
7,108,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,109,0,Yajalón
7,109,1,Yajalón
7,109,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,110,0,San Lucas
7,110,1,San Lucas
7,110,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,111,0,Zinacantán
7,111,1,Zinacantán
7,111,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,113,0,Aldama
7,113,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,114,0,Benemérito de las Américas
7,114,1,Benemérito de las Américas
7,114,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,115,0,Maravilla Tenejapa
7,115,1,Maravilla Tenejapa
7,115,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,116,0,Marqués de Comillas
7,116,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,117,0,Montecristo de Guerrero
7,117,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,118,0,San Andrés Duraznal
7,118,1,San Andrés Duraznal
7,118,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,121,0,Rincón Chamula San Pedro
7,121,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,122,0,El Parral
7,122,1,El Parral
7,122,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,123,0,Emiliano Zapata
7,123,1,20 de Noviembre
7,123,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,124,0,Mezcalapa
7,124,1,Raudales Malpaso
7,124,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,125,0,Honduras de la Sierra
7,125,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
7,998,0,No aplica
7,999,0,Municipio no especificado
7,999,9999,Localidad no especificada
8,0,0,Chihuahua
8,1,0,Ahumada
8,1,1,Miguel Ahumada
8,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,2,0,Aldama
8,2,1,Juan Aldama
8,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,3,0,Allende
8,3,1,Valle de Ignacio Allende
8,3,86,Pueblito de Allende
8,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,4,0,Aquiles Serdán
8,4,1,Santa Eulalia
8,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,4,9999,Localidad no especificada
8,5,0,Ascensión
8,5,1,Ascensión
8,5,68,Puerto Palomas de Villa
8,5,110,Palomas Viejo
8,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,6,0,Bachíniva
8,6,1,Bachíniva
8,6,2,Abraham González
8,6,14,El Porvenir
8,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,7,0,Balleza
8,7,1,Mariano Balleza
8,7,135,Ejido el Vergel
8,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,8,0,Batopilas de Manuel Gómez Morín
8,8,1,Batopilas de Manuel Gómez Morín
8,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,9,0,Bocoyna
8,9,1,Bocoyna
8,9,34,Creel
8,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,10,0,Buenaventura
8,10,1,San Buenaventura
8,10,5,Ejido Benito Juárez
8,10,30,San Lorenzo
8,10,82,Constitución
8,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,11,0,Camargo
8,11,1,Santa Rosalía de Camargo
8,11,122,La Perla
8,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,11,9999,Localidad no especificada
8,12,0,Carichí
8,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,13,0,Casas Grandes
8,13,1,Casas Grandes
8,13,14,Guadalupe Victoria
8,13,17,Colonia Juárez
8,13,18,Juan Mata Ortíz (Pearson)
8,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,14,0,Coronado
8,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,14,9999,Localidad no especificada
8,15,0,Coyame del Sotol
8,15,1,Santiago de Coyame
8,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,16,0,La Cruz
8,16,1,La Cruz
8,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,17,0,Cuauhtémoc
8,17,1,Cuauhtémoc
8,17,5,Colonia Anáhuac
8,17,106,Colonia Obregón (Rubio)
8,17,9999,Localidad no especificada
8,18,0,Cusihuiriachi
8,18,1,Cusihuiriachi
8,18,46,Llanos de Reforma
8,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,19,0,Chihuahua
8,19,1,Chihuahua
8,19,234,Abraham González
8,19,241,Ciénega de Ortíz (Boca de Ciénega)
8,19,251,Colonia Cuauhtémoc (Punta de Agua)
8,19,253,El Charco
8,19,254,Ejido Chuvíscar
8,19,263,Guadalupe
8,19,280,Colonia Ocampo (Hacienda el Torreón)
8,19,289,Colonia Sacramento
8,19,300,El Sauz
8,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,19,9999,Localidad no especificada
8,20,0,Chínipas
8,20,1,Chínipas de Almada
8,20,83,Palmarejo
8,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,21,0,Delicias
8,21,1,Delicias
8,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,21,9999,Localidad no especificada
8,22,0,Dr. Belisario Domínguez
8,22,1,San Lorenzo
8,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,23,0,Galeana
8,23,1,Hermenegildo Galeana
8,23,37,Abdenago C. García (Lagunitas)
8,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,24,0,Santa Isabel
8,24,1,Santa Isabel
8,24,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,25,0,Gómez Farías
8,25,1,Valentín Gómez Farías
8,25,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,26,0,Gran Morelos
8,26,1,San Nicolás de Carretas
8,26,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,27,0,Guachochi
8,27,1,Guachochi
8,27,70,Rocheachi
8,27,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,27,9999,Localidad no especificada
8,28,0,Guadalupe
8,28,1,Guadalupe
8,28,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,28,9999,Localidad no especificada
8,29,0,Guadalupe y Calvo
8,29,1,Guadalupe y Calvo
8,29,127,Mesa de San Rafael
8,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,30,0,Guazapares
8,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,31,0,Guerrero
8,31,1,Ciudad Guerrero
8,31,3,La Junta
8,31,23,Basúchil
8,31,72,Pachera
8,31,117,Santo Tomás
8,31,128,Tomochi
8,31,493,CERESO [Poder Judicial del Estado Distrito Guerrero]
8,31,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,31,9999,Localidad no especificada
8,32,0,Hidalgo del Parral
8,32,1,Hidalgo del Parral
8,32,118,Villa Escobedo (Minas Nuevas)
8,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,32,9999,Localidad no especificada
8,33,0,Huejotitán
8,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,34,0,Ignacio Zaragoza
8,34,1,Ignacio Zaragoza
8,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,35,0,Janos
8,35,1,Janos
8,35,12,Casa de Janos
8,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,36,0,Jiménez
8,36,1,José Mariano Jiménez
8,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,36,9999,Localidad no especificada
8,37,0,Juárez
8,37,1,Juárez
8,37,633,Samalayuca
8,37,1099,La Adelita
8,37,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,37,9999,Localidad no especificada
8,38,0,Julimes
8,38,1,Julimes
8,38,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,39,0,López
8,39,1,Octaviano López
8,39,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,40,0,Madera
8,40,1,Madera
8,40,26,Nicolás Bravo
8,40,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,41,0,Maguarichi
8,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,42,0,Manuel Benavides
8,42,1,Manuel Benavides
8,42,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,43,0,Matachí
8,43,1,Matachí
8,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,44,0,Matamoros
8,44,1,Mariano Matamoros
8,45,0,Meoqui
8,45,1,Pedro Meoqui
8,45,13,Guadalupe Victoria
8,45,15,Lázaro Cárdenas
8,45,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,46,0,Morelos
8,46,1,Morelos
8,46,178,El Tablón
8,46,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,47,0,Moris
8,47,1,Moris
8,48,0,Namiquipa
8,48,1,Namiquipa
8,48,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,49,0,Nonoava
8,49,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,50,0,Nuevo Casas Grandes
8,50,1,Nuevo Casas Grandes
8,50,3,Buena Fe
8,50,21,Arroyo Seco
8,50,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,50,9999,Localidad no especificada
8,51,0,Ocampo
8,51,1,Melchor Ocampo
8,51,10,Basaseachi
8,51,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,51,9999,Localidad no especificada
8,52,0,Ojinaga
8,52,1,Manuel Ojinaga
8,52,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,52,9999,Localidad no especificada
8,53,0,Praxedis G. Guerrero
8,53,1,Praxedis G. Guerrero
8,53,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,54,0,Riva Palacio
8,54,1,San Andrés
8,54,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,55,0,Rosales
8,55,1,Santa Cruz de Rosales
8,55,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,56,0,Rosario
8,56,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,57,0,San Francisco de Borja
8,57,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,58,0,San Francisco de Conchos
8,58,1,San Francisco de Conchos
8,59,0,San Francisco del Oro
8,59,1,San Francisco del Oro
8,59,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,60,0,Santa Bárbara
8,60,1,Santa Bárbara
8,61,0,Satevó
8,61,1,San Francisco Javier de Satevó
8,61,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,62,0,Saucillo
8,62,1,Saucillo
8,62,22,Naica
8,62,41,Las Varas
8,62,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,63,0,Temósachic
8,63,1,Temósachic
8,63,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,64,0,El Tule
8,64,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,65,0,Urique
8,65,1,Urique
8,65,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,66,0,Uruachi
8,66,1,Uruachi
8,67,0,Valle de Zaragoza
8,67,1,Valle de Zaragoza
8,67,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
8,998,0,No aplica
8,999,0,Municipio no especificado
8,999,9999,Localidad no especificada
9,0,0,Ciudad de México
9,2,0,Azcapotzalco
9,2,1,Azcapotzalco
9,2,9999,Localidad no especificada
9,3,0,Coyoacán
9,3,1,Coyoacán
9,4,0,Cuajimalpa de Morelos
9,4,1,Cuajimalpa de Morelos
9,4,20,San Lorenzo Acopilco
9,5,0,Gustavo A. Madero
9,5,1,Gustavo A. Madero
9,5,9999,Localidad no especificada
9,6,0,Iztacalco
9,6,1,Iztacalco
9,7,0,Iztapalapa
9,7,1,Iztapalapa
9,7,9999,Localidad no especificada
9,8,0,La Magdalena Contreras
9,8,1,La Magdalena Contreras
9,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
9,8,9999,Localidad no especificada
9,9,0,Milpa Alta
9,9,1,Villa Milpa Alta
9,9,11,San Antonio Tecómitl
9,9,24,San Pablo Oztotepec
9,9,29,San Pedro Atocpan
9,9,33,San Salvador Cuauhtenco
9,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
9,9,9999,Localidad no especificada
9,10,0,Álvaro Obregón
9,10,1,Álvaro Obregón
9,10,9999,Localidad no especificada
9,11,0,Tláhuac
9,11,1,Tláhuac
9,11,26,Santa Catarina Yecahuitzotl
9,11,150,La Nopalera
9,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
9,11,9999,Localidad no especificada
9,12,0,Tlalpan
9,12,1,Tlalpan
9,12,26,San Miguel Ajusco
9,12,27,San Miguel Topilejo
9,12,135,Lomas de Tepemecatl
9,12,328,Ejidos de San Andrés Totoltepec
9,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
9,12,9999,Localidad no especificada
9,13,0,Xochimilco
9,13,1,Xochimilco
9,13,118,Barrio San Antonio (Cruz Monte)
9,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
9,13,9999,Localidad no especificada
9,14,0,Benito Juárez
9,14,1,Benito Juárez
9,14,9999,Localidad no especificada
9,15,0,Cuauhtémoc
9,15,1,Cuauhtémoc
9,15,9999,Localidad no especificada
9,16,0,Miguel Hidalgo
9,16,1,Miguel Hidalgo
9,16,9999,Localidad no especificada
9,17,0,Venustiano Carranza
9,17,1,Venustiano Carranza
9,998,0,No aplica
9,999,0,Municipio no especificado
9,999,9999,Localidad no especificada
10,0,0,Durango
10,1,0,Canatlán
10,1,1,Canatlán
10,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,1,9999,Localidad no especificada
10,2,0,Canelas
10,2,1,Canelas
10,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,3,0,Coneto de Comonfort
10,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,4,0,Cuencamé
10,4,1,Cuencamé de Ceniceros
10,4,16,Cuauhtémoc
10,4,51,Ramón Corona
10,4,74,Velardeña
10,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,4,9999,Localidad no especificada
10,5,0,Durango
10,5,1,Victoria de Durango
10,5,150,Cinco de Mayo
10,5,219,El Nayar
10,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,5,9999,Localidad no especificada
10,6,0,General Simón Bolívar
10,6,1,General Simón Bolívar
10,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,6,9999,Localidad no especificada
10,7,0,Gómez Palacio
10,7,1,Gómez Palacio
10,7,32,Arcinas
10,7,40,Brittingham
10,7,48,El Compás
10,7,58,Dinamita
10,7,77,Villa Gregorio García
10,7,98,Manila
10,7,115,Pastor Rouaix
10,7,132,San Alberto
10,7,139,San José de Viñedo
10,7,145,Santa Clara
10,7,692,San José del Viñedo [Propiedad Privada]
10,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,7,9999,Localidad no especificada
10,8,0,Guadalupe Victoria
10,8,1,Guadalupe Victoria
10,8,2,Antonio Amaro (Saucillo)
10,8,9,Ignacio Ramírez
10,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,8,9999,Localidad no especificada
10,9,0,Guanaceví
10,9,1,Guanaceví
10,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,10,0,Hidalgo
10,10,1,Villa Hidalgo
10,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,11,0,Indé
10,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,12,0,Lerdo
10,12,1,Lerdo
10,12,7,Carlos Real (San Carlos)
10,12,21,León Guzmán
10,12,22,Juan E. García
10,12,23,La Loma
10,12,28,Nazareno
10,12,31,Nuevo Graseros
10,12,33,Picardías
10,12,50,Seis de Enero
10,12,55,Ejido 21 de Marzo
10,12,57,Ciudad Juárez
10,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,12,9999,Localidad no especificada
10,13,0,Mapimí
10,13,1,Mapimí
10,13,14,Bermejillo
10,13,22,Ceballos
10,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,13,9999,Localidad no especificada
10,14,0,Mezquital
10,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,15,0,Nazas
10,15,1,Nazas
10,15,19,Paso Nacional
10,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,15,9999,Localidad no especificada
10,16,0,Nombre de Dios
10,16,1,Nombre de Dios
10,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,16,9999,Localidad no especificada
10,17,0,Ocampo
10,17,1,Villa Ocampo
10,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,18,0,El Oro
10,18,1,Santa María del Oro
10,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,18,9999,Localidad no especificada
10,19,0,Otáez
10,19,1,Otáez
10,20,0,Pánuco de Coronado
10,20,1,Francisco I. Madero
10,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,21,0,Peñón Blanco
10,21,1,Peñón Blanco
10,21,12,General Jesús Agustín Castro (Independencia)
10,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,22,0,Poanas
10,22,1,Villa Unión
10,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,23,0,Pueblo Nuevo
10,23,1,El Salto
10,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
10,23,9999,Localidad no especificada
